category,sub_category,price,image_url,addr_pr,slug,store,name
BUREAUTIQUE,MATERIEL POINT DE VENTE,"269,000 DT",http://www.mytek.tn/45657-large_default/code-a-barre-scanner-honeywell-omnidirectionnelle-yoojie-yj5900.jpg,http://www.mytek.tn/douchette/11009-code-a-barre-scanner-honeywell-omnidirectionnelle-yoojie-yj5900.html,,My Teck,Code à Barre Scanner HONEYWELL Omnidirectionnelle Yoojie YJ5900
BUREAUTIQUE,MATERIEL POINT DE VENTE,"185,000 DT",http://www.mytek.tn/29077-large_default/scanner-code-a-barres-olympia-ls-6000-tunsie.jpg,http://www.mytek.tn/douchette/4366-scanner-code-a-barres-olympia-ls-6000-tunsie.html,,My Teck,Scanner Code A Barres OLYMPIA LS-6000
BUREAUTIQUE,MATERIEL POINT DE VENTE,"289,000 DT",http://www.mytek.tn/34275-large_default/douchette-code-a-barres-aures-ps50-ii-usb.jpg,http://www.mytek.tn/douchette/6884-douchette-code-a-barres-aures-ps50-ii-usb.html,,My Teck,Douchette Code à Barres AURES PS50 II - USB
BUREAUTIQUE,MATERIEL POINT DE VENTE,"539,000 DT",http://www.mytek.tn/29099-large_default/scanner-tysso-omni-352-metrologic-laser-vertical.jpg,http://www.mytek.tn/douchette/4651-scanner-tysso-omni-352-metrologic-laser-vertical.html,,My Teck,Scanner TYSSO OMNI-352 METROLOGIC LASER VERTICAL
IMPRESSION,Imprimantes,"339,000 DT",http://www.mytek.tn/19554-large_default/imprimante-laser-jet-pro-hp-cp1025-couleur-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/1240-imprimante-laser-jet-pro-hp-cp1025-couleur-tunsie.html,,My Teck,Imprimante Laser Jet Pro HP CP1025 Couleur
BUREAUTIQUE,MATERIEL POINT DE VENTE,"499,000 DT",http://www.mytek.tn/34280-large_default/scanner-aures-ps75.jpg,http://www.mytek.tn/douchette/6886-scanner-aures-ps75.html,,My Teck,Scanner AURES PS75
BUREAUTIQUE,MATERIEL POINT DE VENTE,"859,000 DT",http://www.mytek.tn/23610-large_default/lecteur-code-a-barre-honeywell-voyageur-1452g2d.jpg,http://www.mytek.tn/douchette/3873-lecteur-code-a-barre-honeywell-voyageur-1452g2d.html,,My Teck,Lecteur Code A Barre HONEYWELL Voyageur 1452g2d
BUREAUTIQUE,MATERIEL POINT DE VENTE,"169,000 DT",http://www.mytek.tn/23618-large_default/honeywell-code-barre-scanner-1300g-tunsie.jpg,http://www.mytek.tn/douchette/3875-honeywell-code-barre-scanner-1300g-tunsie.html,,My Teck, HONEYWELL CODE BARRE SCANNER 1300G
IMPRESSION,Imprimantes,"389,000 DT",http://www.mytek.tn/37188-large_default/imprimante-canon-pixma-g2400-3en1-a-reservoir-integre-a4.jpg,http://www.mytek.tn/imprimante-et-multifonction-jet-d-encre/7911-imprimante-canon-pixma-g2400-3en1-a-reservoir-integre-a4.html,,My Teck,Imprimante Canon Pixma G2400 3en1 à Réservoir Intégré A4
BUREAUTIQUE,MATERIEL POINT DE VENTE,"189,000 DT",http://www.mytek.tn/23599-large_default/honeywell-lecteur-code-barre-voyageur-1450g1d-tunsie.jpg,http://www.mytek.tn/douchette/3872-honeywell-lecteur-code-barre-voyageur-1450g1d-tunsie.html,,My Teck, HONEYWELL LECTEUR CODE BARRE VOYAGEUR 1450G1D
BUREAUTIQUE,MATERIEL POINT DE VENTE,"329,900 DT",http://www.mytek.tn/23612-large_default/honeywell-lecteur-code-barre-voyageur-1450g2d-tunsie.jpg,http://www.mytek.tn/douchette/3874-honeywell-lecteur-code-barre-voyageur-1450g2d-tunsie.html,,My Teck,HONEYWELL LECTEUR CODE BARRE VOYAGEUR 1450G2D
BUREAUTIQUE,MATERIEL POINT DE VENTE,"105,000 DT",http://www.mytek.tn/23593-large_default/honeywell-lecteur-code-barre-laser-tunsie.jpg,http://www.mytek.tn/douchette/3871-honeywell-lecteur-code-barre-laser-tunsie.html,,My Teck, HONEYWELL LECTEUR CODE BARRE LASER
BUREAUTIQUE,MATERIEL POINT DE VENTE,"529,000 DT",http://www.mytek.tn/23590-large_default/honeywell-scanner-xenon-1900gsr-tunsie.jpg,http://www.mytek.tn/douchette/3870-honeywell-scanner-xenon-1900gsr-tunsie.html,,My Teck, HONEYWELL SCANNER XENON 1900GSR
BUREAUTIQUE,MATERIEL POINT DE VENTE,"169,000 DT",http://www.mytek.tn/23581-large_default/douchette-honeywell-voyageur-1250g-avec-support-tunsie.jpg,http://www.mytek.tn/douchette/3375-douchette-honeywell-voyageur-1250g-avec-support-tunsie.html,,My Teck,DOUCHETTE HONEYWELL VOYAGEUR 1250G AVEC SUPPORT
IMPRESSION,Imprimantes,"999,000 DT",http://www.mytek.tn/36782-large_default/imprimante-multifonction-hp-color-laserjet-pro-m477fdn-cf378a.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/7730-imprimante-multifonction-hp-color-laserjet-pro-m477fdn-cf378a.html,,My Teck,Imprimante multifonction HP Color LaserJet Pro M477fdn (CF378A)
IMPRESSION,Imprimantes,"1 599,000 DT",http://www.mytek.tn/36753-large_default/imprimante-laserjet-enterprise-m605n-hp-.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/7709-imprimante-laserjet-enterprise-m605n-hp-.html,,My Teck,Imprimante LaserJet Enterprise M605n HP
IMPRESSION,Imprimantes,"299,000 DT",http://www.mytek.tn/40788-large_default/lexmark-imprimante-laser-ms312dn-33ppm.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/7665-lexmark-imprimante-laser-ms312dn-33ppm.html,,My Teck,LEXMARK Imprimante laser MS312dn 33PPM
IMPRESSION,Imprimantes,"339,000 DT",http://www.mytek.tn/35211-large_default/imprimante-laser-lexmark-ms415dn.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/7223-imprimante-laser-lexmark-ms415dn.html,,My Teck,Imprimante laser Lexmark MS415dn
IMPRESSION,Imprimantes,"589,000 DT",http://www.mytek.tn/34053-large_default/imprimante-laser-couleur-brother-hl-3150cdw-wifi.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/6802-imprimante-laser-couleur-brother-hl-3150cdw-wifi.html,,My Teck,Imprimante Laser Couleur BROTHER HL-3150CDW Wifi
IMPRESSION,Imprimantes,"1 559,000 DT",http://www.mytek.tn/33445-large_default/imprimante-monochrome-hp-laserjet-enterprise-m604dn-reseau.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/6584-imprimante-monochrome-hp-laserjet-enterprise-m604dn-reseau.html,,My Teck,Imprimante Monochrome HP LaserJet Enterprise M604dn Réseau
IMPRESSION,Imprimantes,"2 799,000 DT",http://www.mytek.tn/31411-large_default/imprimante-hp-laserjet-pro-cp5225n-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/5982-imprimante-hp-laserjet-pro-cp5225n-tunsie.html,,My Teck,IMPRIMANTE HP LaserJet Pro CP5225n
IMPRESSION,Imprimantes,"599,000 DT",http://www.mytek.tn/39228-large_default/imprimante-portable-hp-officejet-202-couleur-wifi-n4k99c.jpg,http://www.mytek.tn/imprimante-et-multifonction-jet-d-encre/8588-imprimante-portable-hp-officejet-202-couleur-wifi-n4k99c.html,,My Teck,Imprimante Portable HP OfficeJet 202 Couleur - WiFi (N4K99C)
IMPRESSION,Imprimantes,"739,000 DT",http://www.mytek.tn/33440-large_default/imprimante-multifonction-hp-color-laserjet-pro-m277n-reseau-tunisie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/6583-imprimante-multifonction-hp-color-laserjet-pro-m277n-reseau-tunisie.html,,My Teck,Imprimante multifonction HP Color LaserJet Pro M277n Réseau
IMPRESSION,Imprimantes,"445,000 DT",http://www.mytek.tn/39544-large_default/imprimante-multifonction-canon-pixma-g3400-couleur-wifi-.jpg,http://www.mytek.tn/imprimante-et-multifonction-jet-d-encre/8635-imprimante-multifonction-canon-pixma-g3400-couleur-wifi-.html,,My Teck,Imprimante CANON PIXMA G3400 3en1 Couleur - WiFi
IMPRESSION,Imprimantes,"449,000 DT",http://www.mytek.tn/43714-large_default/imprimante-monochrome-hp-laserjet-pro-m402n-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/5484-imprimante-monochrome-hp-laserjet-pro-m402n-tunsie.html,,My Teck,Imprimante Monochrome HP LaserJet Pro M402n
IMPRESSION,Imprimantes,"349,000 DT",http://www.mytek.tn/39254-large_default/imprimante-multifonction-hp-deskjet-gt-5810-printer-couleur-l9u63a.jpg,http://www.mytek.tn/imprimante-et-multifonction-jet-d-encre/8593-imprimante-multifonction-hp-deskjet-gt-5810-printer-couleur-l9u63a.html,,My Teck,Imprimante Multifonction HP DeskJet GT 5810 Printer Couleur (X3B11A)
IMPRESSION,Imprimantes,"459,000 DT",http://www.mytek.tn/31628-large_default/imprimante-multifonction-samsung-sl-m2070f-4en1-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/6054-imprimante-multifonction-samsung-sl-m2070f-4en1-tunsie.html,,My Teck,Imprimante Multifonction SAMSUNG SL-M2070F 4en1
IMPRESSION,Imprimantes,"589,000 DT",http://www.mytek.tn/29844-large_default/imprimante-monochrome-hp-laserjet-pro-m402dn-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/5488-imprimante-monochrome-hp-laserjet-pro-m402dn-tunsie.html,,My Teck,Imprimante Monochrome HP LaserJet Pro M402dn
IMPRESSION,Imprimantes,"1 099,000 DT",http://www.mytek.tn/30746-large_default/imprimante-hp-laserjet-enterprise-m506dn-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/5716-imprimante-hp-laserjet-enterprise-m506dn-tunsie.html,,My Teck,Imprimante HP LaserJet Enterprise M506dn
IMPRESSION,Imprimantes,"465,000 DT",http://www.mytek.tn/29842-large_default/hp-color-laserjet-pro-m252n-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/5485-hp-color-laserjet-pro-m252n-tunsie.html,,My Teck,HP Color LaserJet Pro M252n
IMPRESSION,Imprimantes,"169,000 DT",http://www.mytek.tn/28426-large_default/imprimante-laser-monochrome-kyocera-fs-1060dn-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/5257-imprimante-laser-monochrome-kyocera-fs-1060dn-tunsie.html,,My Teck,Imprimante Laser monochrome KYOCERA FS-1060DN
IMPRESSION,Imprimantes,"489,000 DT",http://www.mytek.tn/28765-large_default/imprimante-canon-lbp7110cw-laser-couleur-reseau-wifi-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/5239-imprimante-canon-lbp7110cw-laser-couleur-reseau-wifi-tunsie.html,,My Teck,IMPRIMANTE CANON LBP7110Cw LASER COULEUR RESEAU/WIFI
IMPRESSION,Imprimantes,"669,000 DT",http://www.mytek.tn/29824-large_default/imprimante-hp-color-laserjet-pro-m452nw-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/5476-imprimante-hp-color-laserjet-pro-m452nw-tunsie.html,,My Teck,Imprimante HP Color LaserJet Pro M452nw
RESEAUX & SECURITE,Câbles,"5,900 DT",http://www.mytek.tn/28220-large_default/cable-usb-20-pour-imprimante-5m-tunsie.jpg,http://www.mytek.tn/cables-usb/4396-cable-usb-20-pour-imprimante-5m-tunsie.html,,My Teck,CABLE USB 2.0 POUR IMPRIMANTE 5M
IMPRESSION,Consommables,"189,000 DT",http://www.mytek.tn/20504-large_default/toner-lexmark-ms310.jpg,http://www.mytek.tn/toner-imprimante-tunisie/2955-toner-lexmark-ms310.html,,My Teck,Toner LEXMARK MS310
IMPRESSION,Imprimantes,"379,000 DT",http://www.mytek.tn/28762-large_default/imprimante-samsung-multifonction-laser-monochrome-4-en-1-26-ppm-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/4201-imprimante-samsung-multifonction-laser-monochrome-4-en-1-26-ppm-tunsie.html,,My Teck,Imprimante SAMSUNG multifonction laser monochrome 4 en 1 (26 ppm)
IMPRESSION,Imprimantes,"599,000 DT",http://www.mytek.tn/29832-large_default/hp-color-laserjet-pro-m252dw-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/5483-hp-color-laserjet-pro-m252dw-tunsie.html,,My Teck,HP Color LaserJet Pro M252dw
IMPRESSION,Imprimantes,"699,000 DT",http://www.mytek.tn/29830-large_default/hp-color-laserjet-pro-m452dn-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-laser-/5480-hp-color-laserjet-pro-m452dn-tunsie.html,,My Teck,HP Color LaserJet Pro M452dn
IMPRESSION,Accessoires Imprimantes,"4,900 DT",http://www.mytek.tn/33694-large_default/cable-imprimante-usb-20-3-metre.jpg,http://www.mytek.tn/cable-usb-tunisie/6692-cable-imprimante-usb-20-3-metre.html,,My Teck,Cable Imprimante USB 2.0 3 Métre
IMPRESSION,Accessoires Imprimantes,"3,500 DT",http://www.mytek.tn/43629-large_default/cable-usb-macro-pour-imprimante-3m.jpg,http://www.mytek.tn/cable-usb-tunisie/9848-cable-usb-macro-pour-imprimante-3m.html,,My Teck,Câble USB Macro Pour Imprimante 3M
IMPRESSION,Consommables,"7,600 DT",http://www.mytek.tn/19524-large_default/rame-papier-multioffice-a4-80gr-tunsie.jpg,http://www.mytek.tn/rames-papier-a4-a3-tunisie/3147-rame-papier-multioffice-a4-80gr-tunsie.html,,My Teck,Rame papier MULTIOFFICE A4 80Gr
INFORMATIQUE,Ordinateurs portables,"1 699,000 DT",http://www.mytek.tn/40614-large_default/pc-portable-asus-x756uv-i7-6e-gen-16go-1to.jpg,http://www.mytek.tn/pc-portable/8997-pc-portable-asus-x756uv-i7-6e-gen-16go-1to.html,,My Teck,Pc Portable ASUS X756UV I7 6è Gén 16Go 1To
GAMING,Gaming PC,"1 899,000 DT",http://www.mytek.tn/37479-large_default/pc-portable-asus-x550vx-xx245d-i7-8go-1to128ssd.jpg,http://www.mytek.tn/pc-gamer-/8017-pc-portable-asus-x550vx-xx245d-i7-8go-1to128ssd.html,,My Teck,Pc Portable ASUS Light Gaming X550VX- XX245D I7 8Go 1To+128SSD
IMPRESSION,Consommables,"209,000 DT",http://www.mytek.tn/33764-large_default/toner-d-encre-hp-410-a-noir-.jpg,http://www.mytek.tn/toner-imprimante-tunisie/6716-toner-d-encre-hp-410-a-noir-.html,,My Teck,TONER D'ENCRE HP 410 A NOIR
IMPRESSION,Consommables,"279,000 DT",http://www.mytek.tn/33765-large_default/toner-d-encre-hp-410-a-cyan-.jpg,http://www.mytek.tn/toner-imprimante-tunisie/6717-toner-d-encre-hp-410-a-cyan-.html,,My Teck,TONER D'ENCRE HP 410 A CYAN
IMPRESSION,Consommables,"279,000 DT",http://www.mytek.tn/33773-large_default/toner-d-encre-hp-410-a-jaune.jpg,http://www.mytek.tn/toner-imprimante-tunisie/6720-toner-d-encre-hp-410-a-jaune.html,,My Teck,TONER D'ENCRE HP 410 A JAUNE
IMPRESSION,Consommables,"159,000 DT",http://www.mytek.tn/28327-large_default/toner-d-origine-hp-126a-laserjet-magenta-authentique.jpg,http://www.mytek.tn/toner-imprimante-tunisie/4277-toner-d-origine-hp-126a-laserjet-magenta-authentique.html,,My Teck,Toner D'origine HP 126A LaserJet Magenta Authentique
IMPRESSION,Consommables,"159,000 DT",http://www.mytek.tn/28329-large_default/toner-d-origine-hp-126a-laserjet-jaune-authentique.jpg,http://www.mytek.tn/toner-imprimante-tunisie/4276-toner-d-origine-hp-126a-laserjet-jaune-authentique.html,,My Teck,Toner D'origine HP 126A LaserJet Jaune Authentique
IMPRESSION,Consommables,"159,000 DT",http://www.mytek.tn/22424-large_default/toner-hp-d-origine-126a-laserjet-cyan-authentique.jpg,http://www.mytek.tn/toner-imprimante-tunisie/3533-toner-hp-d-origine-126a-laserjet-cyan-authentique.html,,My Teck,Toner HP D'origine 126A LaserJet Cyan Authentique
IMPRESSION,Imprimantes,"339,000 DT",http://www.mytek.tn/45269-large_default/imprimante-epson-monofonction-jet-dencre-l130-tunsie.jpg,http://www.mytek.tn/imprimante-et-multifonction-jet-d-encre/3158-imprimante-epson-monofonction-jet-dencre-l130-tunsie.html,,My Teck,Imprimante EPSON Jet d'encre Couleur L130 (C11CE58402)
BUREAUTIQUE,MATERIEL POINT DE VENTE,"469,000 DT",http://www.mytek.tn/34257-large_default/imprimante-ticket-aures-odp333.jpg,http://www.mytek.tn/accessoires-caisse/6875-imprimante-ticket-aures-odp333.html,,My Teck,Imprimante Ticket AURES ODP333
ÉLECTROMENAGER,Gros Electroménager,"199,000 DT",http://www.mytek.tn/43898-large_default/micro-ondes-lg-ms2043h-20-litre.jpg,http://www.mytek.tn/micro-onde/9981-micro-ondes-lg-ms2043h-20-litre.html,,My Teck,Micro-ondes LG MS2043H 20 Litres
RESEAUX & SECURITE,Câbles,"4,900 DT",http://www.mytek.tn/28893-large_default/rallonge-usb-20-3m-hd-tunsie.jpg,http://www.mytek.tn/cables-tunisie/4772-rallonge-usb-20-3m-hd-tunsie.html,,My Teck,RALLONGE USB 2.0 3M HD
RESEAUX & SECURITE,Câbles,"6,900 DT",http://www.mytek.tn/28902-large_default/rallonge-usb-20-5m-hd-tunsie.jpg,http://www.mytek.tn/cables-tunisie/4736-rallonge-usb-20-5m-hd-tunsie.html,,My Teck,RALLONGE USB 2.0 5M HD
TELEPHONIE,Accessoires Téléphonie,"11,900 DT",http://www.mytek.tn/20767-large_default/cable-micro-usb-3-en-1-pour-iphone-4-5-tunsie.jpg,http://www.mytek.tn/accessoires-telephonie/3003-cable-micro-usb-3-en-1-pour-iphone-4-5-tunsie.html,,My Teck,Cable Micro USB 3-en-1 pour IPhone 4 & 5
IMPRESSION,Consommables,"79,000 DT",http://www.mytek.tn/28250-large_default/toner-samsung-d-origine-mlt-d116s.jpg,http://www.mytek.tn/toner-imprimante-tunisie/4479-toner-samsung-d-origine-mlt-d116s.html,,My Teck,TONER SAMSUNG D'ORIGINE MLT-D116S
TELEPHONIE,Accessoires Téléphonie,"9,900 DT",http://www.mytek.tn/38058-large_default/cable-chargeur-usb-pour-samsung-galaxy-s5-s6-tunsie.jpg,http://www.mytek.tn/accessoires-telephonie/3001-cable-chargeur-usb-pour-samsung-galaxy-s5-s6-tunsie.html,,My Teck,Cable Chargeur USB pour Samsung Galaxy S5 & S6
RESEAUX & SECURITE,Câbles,"6,900 DT",http://www.mytek.tn/22997-large_default/rallonge-usb-20-l3-m-couleur-bleu-tunsie.jpg,http://www.mytek.tn/cables-tunisie/3706-rallonge-usb-20-l3-m-couleur-bleu-tunsie.html,,My Teck,RALLONGE USB 2.0 L:3 M COULEUR BLEU
IMPRESSION,Imprimantes,"649,000 DT",http://www.mytek.tn/28392-large_default/fax-laser-canon-i-sensys-l170-tunsie.jpg,http://www.mytek.tn/fax-laser-tunisie/5238-fax-laser-canon-i-sensys-l170-tunsie.html,,My Teck,FAX LASER CANON i-SENSYS L170
IMPRESSION,Consommables,"119,000 DT",http://www.mytek.tn/28307-large_default/toner-samsung-dorigine-mlt-d116l-tunsie.jpg,http://www.mytek.tn/toner-imprimante-tunisie/4481-toner-samsung-dorigine-mlt-d116l-tunsie.html,,My Teck,TONER SAMSUNG D'ORIGINE MLT-D116L
RESEAUX & SECURITE,Câbles,"10,000 DT",http://www.mytek.tn/20748-large_default/cable-micro-usb-data-2-en-1-tunsie.jpg,http://www.mytek.tn/cables-usb/2630-cable-micro-usb-data-2-en-1-tunsie.html,,My Teck,Câble Micro USB DATA 2 en 1
IMPRESSION,Consommables,"189,000 DT",http://www.mytek.tn/22123-large_default/toner-canon-731-jaune-1500-pages-tunsie.jpg,http://www.mytek.tn/toner-imprimante-tunisie/3480-toner-canon-731-jaune-1500-pages-tunsie.html,,My Teck,Toner Canon 731 Jaune (1500 pages )
RESEAUX & SECURITE,Câbles,"8,000 DT",http://www.mytek.tn/22207-large_default/cable-usb-30-pour-tablette-galaxy-tunsie.jpg,http://www.mytek.tn/cables-usb/1959-cable-usb-30-pour-tablette-galaxy-tunsie.html,,My Teck,Câble USB 3.0 pour Tablette Galaxy
RESEAUX & SECURITE,Câbles,"8,000 DT",http://www.mytek.tn/20559-large_default/cable-usb-4-en-1-pour-apple-tunsie.jpg,http://www.mytek.tn/cables-usb/2018-cable-usb-4-en-1-pour-apple-tunsie.html,,My Teck,Cable USB 4-en-1 pour Apple
IMPRESSION,Consommables,"189,000 DT",http://www.mytek.tn/22114-large_default/toner-canon-731-cyan-1500-pages-tunsie.jpg,http://www.mytek.tn/toner-imprimante-tunisie/3476-toner-canon-731-cyan-1500-pages-tunsie.html,,My Teck,Toner Canon 731 Cyan (1500 pages )
IMPRESSION,Consommables,"189,000 DT",http://www.mytek.tn/22122-large_default/toner-canon-731-magenta-1500-pages-tunsie.jpg,http://www.mytek.tn/toner-imprimante-tunisie/3478-toner-canon-731-magenta-1500-pages-tunsie.html,,My Teck,Toner Canon 731 Magenta (1500 pages )
IMPRESSION,Consommables,"279,000 DT",http://www.mytek.tn/33766-large_default/toner-d-encre-hp-410-a-magenta-.jpg,http://www.mytek.tn/toner-imprimante-tunisie/6718-toner-d-encre-hp-410-a-magenta-.html,,My Teck,TONER D'ENCRE HP 410 A MAGENTA
ÉLECTROMENAGER,Gros Electroménager,"229,000 DT",http://www.mytek.tn/29210-large_default/micro-ondes-samsung-micro-onde.jpg,http://www.mytek.tn/micro-onde/4557-micro-ondes-samsung-micro-onde.html,,My Teck,Micro-ondes Samsung ME732K 20 Litre
ÉLECTROMENAGER,Gros Electroménager,"189,000 DT",http://www.mytek.tn/37838-large_default/micro-onde-beko-20-litre-moc20100s.jpg,http://www.mytek.tn/micro-onde/8106-micro-onde-beko-20-litre-moc20100s.html,,My Teck,Micro Onde Beko 20 Litre - MOC20100S
ÉLECTROMENAGER,Gros Electroménager,"249,000 DT",http://www.mytek.tn/39382-large_default/four-micro-ondes-blackdeker-20-l-my2000p.jpg,http://www.mytek.tn/micro-onde/8638-four-micro-ondes-blackdeker-20-l-my2000p.html,,My Teck,Four Micro onde BLACK & DECKER MY2000P - 20L
ÉLECTROMENAGER,Gros Electroménager,"169,000 DT",http://www.mytek.tn/29196-large_default/micro-onde-digital-rouge-uno-20u79-lr-micro-onde.jpg,http://www.mytek.tn/micro-onde/4921-micro-onde-digital-rouge-uno-20u79-lr-micro-onde.html,,My Teck,Micro onde digital rouge UNO 20U79-LR
ÉLECTROMENAGER,Gros Electroménager,"175,000 DT",http://www.mytek.tn/37839-large_default/micro-onde-beko-20-litre-moc20100w.jpg,http://www.mytek.tn/micro-onde/8107-micro-onde-beko-20-litre-moc20100w.html,,My Teck,Micro Onde Beko 20 Litre - MOC20100W
ÉLECTROMENAGER,Gros Electroménager,"169,000 DT",http://www.mytek.tn/35937-large_default/micro-onde-digital-uno-blanc-800w-.jpg,http://www.mytek.tn/micro-onde/7423-micro-onde-digital-uno-blanc-800w-.html,,My Teck,Micro Onde Digital UNO Blanc 800W
ÉLECTROMENAGER,Gros Electroménager,"235,000 DT",http://www.mytek.tn/29183-large_default/micro-ondes-midea-em823ael-s-micro-onde.jpg,http://www.mytek.tn/micro-onde/4247-micro-ondes-midea-em823ael-s-micro-onde.html,,My Teck,Micro Ondes Midea EM823AEL-S
ÉLECTROMENAGER,Gros Electroménager,"239,000 DT",http://www.mytek.tn/24191-large_default/micro-onde-20l-silver-micro-onde.jpg,http://www.mytek.tn/micro-onde/4032-micro-onde-20l-silver-micro-onde.html,,My Teck,Micro onde 20L SILVER
TELEPHONIE,Accessoires Téléphonie,"10,000 DT",http://www.mytek.tn/22971-large_default/coque-tpu-metallique-6g-juke-tunsie.jpg,http://www.mytek.tn/etuis-et-coques-tunisie/3695-coque-tpu-metallique-6g-juke-tunsie.html,,My Teck,COQUE TPU METALLIQUE 6G+ JUKE
TELEPHONIE,Accessoires Téléphonie,"10,000 DT",http://www.mytek.tn/22949-large_default/coque-silicone-s6-edge-juke-tunsie.jpg,http://www.mytek.tn/accessoires-telephonie/3689-coque-silicone-s6-edge-juke-tunsie.html,,My Teck,Coque Silicone S6 EDGE JUKE
TELEPHONIE,Accessoires Téléphonie,"10,000 DT",http://www.mytek.tn/22933-large_default/coque-silicone-g530-juke-tunsie.jpg,http://www.mytek.tn/accessoires-telephonie/3684-coque-silicone-g530-juke-tunsie.html,,My Teck,Coque Silicone G530 JUKE
