category,sub_category,price,image_url,addr_pr,slug,store,name
IMPRESSION,HP TONER ADAPTABLE  LaserJet 05A,"49,000 DT",http://www.mytek.tn/21153-large_default/hp-toner-adaptable-laserjet-05a-tunsie.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/3244-hp-toner-adaptable-laserjet-05a-tunsie.html,,My Teck,Consommables
IMPRESSION,CARTOUCHE D'ENCRE BROTHER LC970M MAGENTA,"29,000 DT",http://www.mytek.tn/20858-large_default/cartouche-dencre-brother-lc970m-magenta-tunsie.jpg,,http://www.mytek.tn/cartouche-tunisie/3246-cartouche-dencre-brother-lc970m-magenta-tunsie.html,,My Teck,Consommables
IMPRESSION,Cartouche de toner HP UNIVERSEL Adaptable 126A / 130A Jaune,"20,000 DT",http://www.mytek.tn/39596-large_default/cartouche-de-toner-hp-universel-adaptable-126a-130a-jaune.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/8729-cartouche-de-toner-hp-universel-adaptable-126a-130a-jaune.html,,My Teck,Consommables
IMPRESSION,Toner D'origine HP 126A LaserJet Jaune Authentique,"159,000 DT",http://www.mytek.tn/28329-large_default/toner-d-origine-hp-126a-laserjet-jaune-authentique.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/4276-toner-d-origine-hp-126a-laserjet-jaune-authentique.html,,My Teck,Consommables
IMPRESSION,Toner D'origine HP 126A LaserJet Magenta Authentique,"159,000 DT",http://www.mytek.tn/28327-large_default/toner-d-origine-hp-126a-laserjet-magenta-authentique.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/4277-toner-d-origine-hp-126a-laserjet-magenta-authentique.html,,My Teck,Consommables
IMPRESSION,Cartouche de toner HP UNIVERSEL Adaptable 126A / 130A CYAN,"20,000 DT",http://www.mytek.tn/39595-large_default/cartouche-de-toner-hp-universel-126a-130a-cyan-.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/8728-cartouche-de-toner-hp-universel-126a-130a-cyan-.html,,My Teck,Consommables
IMPRESSION,Cartouche de Toner HP Universel Adaptable 126A / 130A Noir,"20,000 DT",http://www.mytek.tn/39594-large_default/cartouche-de-toner-hp-universel-noir.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/8727-cartouche-de-toner-hp-universel-noir.html,,My Teck,Consommables
IMPRESSION,Toner HP D'origine 126A LaserJet Cyan Authentique,"159,000 DT",http://www.mytek.tn/22424-large_default/toner-hp-d-origine-126a-laserjet-cyan-authentique.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/3533-toner-hp-d-origine-126a-laserjet-cyan-authentique.html,,My Teck,Consommables
IMPRESSION,HP TONER ADAPTABLE NOIR 78A ,"20,900 DT",http://www.mytek.tn/20805-large_default/hp-toner-adaptable-noir-78a-tunsie.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/3242-hp-toner-adaptable-noir-78a-tunsie.html,,My Teck,Consommables
IMPRESSION,HP TONER D'ORIGINE MAGENTA LaserJet 305A,"299,000 DT",http://www.mytek.tn/20626-large_default/hp-toner-dorigine-magenta-laserjet-305a-tunsie.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/3229-hp-toner-dorigine-magenta-laserjet-305a-tunsie.html,,My Teck,Consommables
IMPRESSION,HP TONER D'ORIGINE NOIR LaserJet 305A,"199,000 DT",http://www.mytek.tn/20595-large_default/hp-toner-dorigine-noir-laserjet-305a-tunsie.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/3225-hp-toner-dorigine-noir-laserjet-305a-tunsie.html,,My Teck,Consommables
INFORMATIQUE," SAC A DOS RIVACASE POUR PC PORTABLE 15,6 -Noir","63,500 DT",http://www.mytek.tn/23550-large_default/sac-a-dos-rivacase-pour-pc-portable-156-tunsie.jpg,,http://www.mytek.tn/sacs-sacoches-tunisie/3862-sac-a-dos-rivacase-pour-pc-portable-156-tunsie.html,,My Teck,Périphériques & Accessoires
IMAGE & SON,PILE CR20032 LITHIUM 3V,"1,900 DT",http://www.mytek.tn/24235-large_default/pile-cr20032-lithium-3v-tunsie.jpg,,http://www.mytek.tn/piles-tunisie/4053-pile-cr20032-lithium-3v-tunsie.html,,My Teck,Accessoires Téléviseurs
IMAGE & SON,PILE CR2025 LITHIUM 3V,"1,900 DT",http://www.mytek.tn/24233-large_default/pile-cr2025-lithium-3v-tunsie.jpg,,http://www.mytek.tn/piles-tunisie/4052-pile-cr2025-lithium-3v-tunsie.html,,My Teck,Accessoires Téléviseurs
IMAGE & SON,Pile électronique Bouton Lithium Varta CR2032,"1,750 DT",http://www.mytek.tn/23441-large_default/pile-electronique-bouton-lithium-varta-cr2032-tunsie.jpg,,http://www.mytek.tn/piles-tunisie/3737-pile-electronique-bouton-lithium-varta-cr2032-tunsie.html,,My Teck,Accessoires Téléviseurs
RESEAUX & SECURITE,CABLE USB 2 POUR IMPRIMANTE 1.5 METRE,"3,900 DT",http://www.mytek.tn/30376-large_default/cable-usb-2-pour-imprimante-15-metre-tunsie.jpg,,http://www.mytek.tn/cable-usb-tunisie/4642-cable-usb-2-pour-imprimante-15-metre-tunsie.html,,My Teck,RESEAUX & SECURITE
RESEAUX & SECURITE,ASTRUM CABLE RESEAU 5M,"3,900 DT",http://www.mytek.tn/28890-large_default/astrum-cable-reseau-5m-tunsie.jpg,,http://www.mytek.tn/cables-reseau-tunisie/4181-astrum-cable-reseau-5m-tunsie.html,,My Teck,RESEAUX & SECURITE
IMAGE & SON,Pile électronique Bouton Lithium Varta CR2016,"1,750 DT",http://www.mytek.tn/23132-large_default/pile-electronique-bouton-lithium-varta-cr2016-tunsie.jpg,,http://www.mytek.tn/piles-tunisie/3736-pile-electronique-bouton-lithium-varta-cr2016-tunsie.html,,My Teck,Accessoires Téléviseurs
IMPRESSION,Imprimante Canon PIXMA G1400 à Réservoir Intégré A4,"315,000 DT",http://www.mytek.tn/37180-large_default/imprimante-canon-pixma-g1400-a-reservoir-integre-a4.jpg,,http://www.mytek.tn/imprimante-et-multifonction-jet-d-encre/7908-imprimante-canon-pixma-g1400-a-reservoir-integre-a4.html,,My Teck,Imprimantes
RESEAUX & SECURITE,RALLONGE USB 2.0 / 1.5M HD,"3,200 DT",http://www.mytek.tn/28885-large_default/rallonge-usb-20-15m-hd-tunsie.jpg,,http://www.mytek.tn/cables-tunisie/4773-rallonge-usb-20-15m-hd-tunsie.html,,My Teck,Câbles
RESEAUX & SECURITE,Cable Réseau RJ45 UTP CAT 5E / 10 mètre,"3,500 DT",http://www.mytek.tn/28887-large_default/cable-reseau-rj45-utp-cat-5e-10-metre-tunsie.jpg,,http://www.mytek.tn/cables-reseau-tunisie/4782-cable-reseau-rj45-utp-cat-5e-10-metre-tunsie.html,,My Teck,RESEAUX & SECURITE
RESEAUX & SECURITE,Cable D'alimentation Tripolaire en Trefle Pour Chargeur,"3,500 DT",http://www.mytek.tn/36516-large_default/cable-d-alimentation-tripolaire-en-trefle-pour-chargeur.jpg,,http://www.mytek.tn/cables-usb/7625-cable-d-alimentation-tripolaire-en-trefle-pour-chargeur.html,,My Teck,RESEAUX & SECURITE
RESEAUX & SECURITE,Cable VGA To VGA Blindé - 1.5 Metre,"3,500 DT",http://www.mytek.tn/33039-large_default/cable-vga-to-vga-blinde-15-metre.jpg,,http://www.mytek.tn/cables-video-tunisie/6447-cable-vga-to-vga-blinde-15-metre.html,,My Teck,RESEAUX & SECURITE
IMAGE & SON,Pile bouton ANSMANN 5020082,"1,750 DT",http://www.mytek.tn/41540-large_default/pile-bouton-ansmann-5020082.jpg,,http://www.mytek.tn/piles/9328-pile-bouton-ansmann-5020082.html,,My Teck,IMAGE & SON
RESEAUX & SECURITE,Cable Reseau UTP cat 5E 1M,"3,500 DT",http://www.mytek.tn/43830-large_default/cable-reseau-utp-cat-5e-1m.jpg,,http://www.mytek.tn/cables-reseau-tunisie/9949-cable-reseau-utp-cat-5e-1m.html,,My Teck,RESEAUX & SECURITE
RESEAUX & SECURITE,Cable Réseau RJ45 UTP CAT 5E / 5 mètre,"2,900 DT",http://www.mytek.tn/28880-large_default/cable-reseau-rj45-utp-cat-5e-5-metre-tunsie.jpg,,http://www.mytek.tn/cables-reseau-tunisie/4781-cable-reseau-rj45-utp-cat-5e-5-metre-tunsie.html,,My Teck,RESEAUX & SECURITE
RESEAUX & SECURITE,Adaptateur DVI vers VGA,"2,900 DT",http://www.mytek.tn/31145-large_default/adaptateur-dvi-vers-vga-tunsie.jpg,,http://www.mytek.tn/cables-video-tunisie/5877-adaptateur-dvi-vers-vga-tunsie.html,,My Teck,RESEAUX & SECURITE
RESEAUX & SECURITE, Cordon Réseau HAVIT 3M,"2,400 DT",http://www.mytek.tn/39902-large_default/havit-cordon-reseau-3m.jpg,,http://www.mytek.tn/cables-reseau-tunisie/8842-havit-cordon-reseau-3m.html,,My Teck,RESEAUX & SECURITE
RESEAUX & SECURITE, Cordon Réseau HAVIT 2M,"1,900 DT",http://www.mytek.tn/39906-large_default/-cordon-reseau-havit-2m.jpg,,http://www.mytek.tn/cables-reseau-tunisie/8844--cordon-reseau-havit-2m.html,,My Teck,RESEAUX & SECURITE
RESEAUX & SECURITE,Cable Réseau RJ45 UTP CAT 5E / 3 mètre,"1,500 DT",http://www.mytek.tn/28878-large_default/cable-reseau-rj45-utp-cat-5e-3-metre-tunsie.jpg,,http://www.mytek.tn/cables-reseau-tunisie/4780-cable-reseau-rj45-utp-cat-5e-3-metre-tunsie.html,,My Teck,RESEAUX & SECURITE
GAMING,Manette de Jeux MACRO Double Analogue Pour PC - USB,"6,900 DT",http://www.mytek.tn/45596-large_default/manette-de-jeux-macro-double-analogue-pour-pc-usb.jpg,,http://www.mytek.tn/manettes/10975-manette-de-jeux-macro-double-analogue-pour-pc-usb.html,,My Teck,GAMING
GAMING,Souris Gamer optique JeDEL M20 - Noir,"5,500 DT",http://www.mytek.tn/43389-large_default/souris-gamer-optique-jedel-m20-noir.jpg,,http://www.mytek.tn/souris-gamer/9746-souris-gamer-optique-jedel-m20-noir.html,,My Teck,GAMING
GAMING, MANETTE DE JEU SIMPLE USB EW-701,"3,900 DT",http://www.mytek.tn/24440-large_default/manette-de-jeu-simple-usb-ew-701-tunsie.jpg,,http://www.mytek.tn/manettes/4124-manette-de-jeu-simple-usb-ew-701-tunsie.html,,My Teck,GAMING
RESEAUX & SECURITE, Kaspersky Anti-virus2016 1 Poste / 1 An,"19,000 DT",http://www.mytek.tn/35654-large_default/-kaspersky-anti-virus2016-1-poste-1-an.jpg,,http://www.mytek.tn/antivirus-et-securite-tunisie/7383--kaspersky-anti-virus2016-1-poste-1-an.html,,My Teck,Logiciels
RESEAUX & SECURITE,Câble Réseau Intellinet Cat 6 UTP RJ-45 - 10 métre,"17,000 DT",http://www.mytek.tn/36189-large_default/cable-reseau-intellinet-cat-6-utp-rj-45-10-metre.jpg,,http://www.mytek.tn/cables-reseau-tunisie/7508-cable-reseau-intellinet-cat-6-utp-rj-45-10-metre.html,,My Teck,Câbles
RESEAUX & SECURITE,Mini Routeur / Répéteur Wireless-N Wifi 300Mbps,"59,000 DT",http://www.mytek.tn/35866-large_default/mini-routeur-repeteur-wireless-n-wifi-300mbps.jpg,,http://www.mytek.tn/routeur-tunisie/7386-mini-routeur-repeteur-wireless-n-wifi-300mbps.html,,My Teck,Reseaux
RESEAUX & SECURITE,Câble Réseau Intellinet Cat 6 UTP RJ-45 2 métre,"13,000 DT",http://www.mytek.tn/36185-large_default/cable-reseau-intellinet-cat-6-utp-rj-45-2-metre.jpg,,http://www.mytek.tn/cables-reseau-tunisie/7505-cable-reseau-intellinet-cat-6-utp-rj-45-2-metre.html,,My Teck,Câbles
RESEAUX & SECURITE,Câble Réseau Intellinet Cat 6 UTP RJ-45 - 5 métre,"12,000 DT",http://www.mytek.tn/36188-large_default/cable-reseau-intellinet-cat-6-utp-rj-45-5-metre.jpg,,http://www.mytek.tn/cables-reseau-tunisie/7507-cable-reseau-intellinet-cat-6-utp-rj-45-5-metre.html,,My Teck,Câbles
RESEAUX & SECURITE,Cable Réseau RJ45 UTP CAT 5E 15 mètre,"4,900 DT",http://www.mytek.tn/35052-large_default/cable-reseau-rj45-utp-cat-5e-15-metre.jpg,,http://www.mytek.tn/cables-reseau-tunisie/7169-cable-reseau-rj45-utp-cat-5e-15-metre.html,,My Teck,Câbles
RESEAUX & SECURITE,Switch D-LINK DES-1005D 5 Ports,"29,000 DT",http://www.mytek.tn/36220-large_default/switch-d-link-des-1005d-5-ports-.jpg,,http://www.mytek.tn/switch-tunisie/7521-switch-d-link-des-1005d-5-ports-.html,,My Teck,Reseaux
RESEAUX & SECURITE,Camera Externe Metal TC-600B-10100-D,"115,900 DT",http://www.mytek.tn/36415-large_default/camera-externe-metal-tc-600b-10100-d.jpg,,http://www.mytek.tn/video-surveillance-tunisie/7572-camera-externe-metal-tc-600b-10100-d.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Onduleur In-Line Digital Tech-Com SSD-UPS-700VA,"109,000 DT",http://www.mytek.tn/34723-large_default/onduleur-in-line-digital-tech-com-ssd-ups-700va.jpg,,http://www.mytek.tn/onduleurs/7036-onduleur-in-line-digital-tech-com-ssd-ups-700va.html,,My Teck,Onduleurs
RESEAUX & SECURITE,Cadenas Yale YP1 à Code,"10,000 DT",http://www.mytek.tn/34713-large_default/cadenas-yale-yp1-a-code.jpg,,http://www.mytek.tn/cadenas/7030-cadenas-yale-yp1-a-code.html,,My Teck,Matériel de Sécurité
RESEAUX & SECURITE,Cadenas Yale Y110 en laiton 40 mm,"24,000 DT",http://www.mytek.tn/34695-large_default/cadenas-yale-y110-en-laiton-40-mm.jpg,,http://www.mytek.tn/cadenas/7026-cadenas-yale-y110-en-laiton-40-mm.html,,My Teck,Matériel de Sécurité
RESEAUX & SECURITE,Cadenas Yale Y210 en Acier 51 mm,"40,000 DT",http://www.mytek.tn/34623-large_default/cadenas-yale-y210-en-acier-51-mm.jpg,,http://www.mytek.tn/cadenas/6994-cadenas-yale-y210-en-acier-51-mm.html,,My Teck,Matériel de Sécurité
RESEAUX & SECURITE,Switch TP-LINK 24 ports Gigabit avec 4 emplacements combinés SFP,"1 299,000 DT",http://www.mytek.tn/34478-large_default/switch-tp-link-24-ports-gigabit-avec-4-emplacements-combines-sfp.jpg,,http://www.mytek.tn/switch-tunisie/6947-switch-tp-link-24-ports-gigabit-avec-4-emplacements-combines-sfp.html,,My Teck,Reseaux
RESEAUX & SECURITE,Cadenas YALE Y130 en Acier Inoxydable,"29,900 DT",http://www.mytek.tn/34462-large_default/cadenas-yale-y130-en-acier-inoxydable.jpg,,http://www.mytek.tn/cadenas/6939-cadenas-yale-y130-en-acier-inoxydable.html,,My Teck,Matériel de Sécurité
IMAGE & SON,Objectif Canon EF 50mm f/1.8 STM,"349,000 DT",http://www.mytek.tn/32200-large_default/objectif-canon-ef-50mm-f-18-stm-tunsie.jpg,,http://www.mytek.tn/objectif/6230-objectif-canon-ef-50mm-f-18-stm-tunsie.html,,My Teck,Accessoires Appareil Photo
RESEAUX & SECURITE,CABLE RESEAU RJ45 CAT 6 UTP 3M,"6,500 DT",http://www.mytek.tn/29482-large_default/cable-reseau-rj45-cat-6-utp-3m-tunsie.jpg,,http://www.mytek.tn/cables-reseau-tunisie/5377-cable-reseau-rj45-cat-6-utp-3m-tunsie.html,,My Teck,Câbles
RESEAUX & SECURITE,CABLE RESEAU RJ45 CAT 6 UTP 5M,"8,900 DT",http://www.mytek.tn/29483-large_default/cable-reseau-rj45-cat-6-utp-5m-tunsie.jpg,,http://www.mytek.tn/cables-reseau-tunisie/5378-cable-reseau-rj45-cat-6-utp-5m-tunsie.html,,My Teck,Câbles
RESEAUX & SECURITE,Cable Réseau RJ45 UTP CAT 5E / 40 mètre,"9,500 DT",http://www.mytek.tn/28918-large_default/cable-reseau-rj45-utp-cat-5e-40-metre-tunsie.jpg,,http://www.mytek.tn/cables-reseau-tunisie/4786-cable-reseau-rj45-utp-cat-5e-40-metre-tunsie.html,,My Teck,Câbles
RESEAUX & SECURITE,Kaspersky Internet Security 2017 - 1 an / 3 Pcs,"69,000 DT",http://www.mytek.tn/39730-large_default/kaspersky-internet-security-2017-1-an-3-pcs.jpg,,http://www.mytek.tn/antivirus-et-securite-tunisie/8686-kaspersky-internet-security-2017-1-an-3-pcs.html,,My Teck,Logiciels
RESEAUX & SECURITE,Kaspersky Internet Security 2017 - 1 an / 10 Pcs,"159,000 DT",http://www.mytek.tn/43772-large_default/kaspersky-internet-security-2017-1-an-10-pcs.jpg,,http://www.mytek.tn/antivirus-et-securite-tunisie/9920-kaspersky-internet-security-2017-1-an-10-pcs.html,,My Teck,Logiciels
RESEAUX & SECURITE, Anti-virus 2016 Kaspersky 3 Poste / 1 An,"49,000 DT",http://www.mytek.tn/41409-large_default/-anti-virus-2016-kaspersky-3-poste-1-an.jpg,,http://www.mytek.tn/antivirus-et-securite-tunisie/9284--anti-virus-2016-kaspersky-3-poste-1-an.html,,My Teck,Logiciels
RESEAUX & SECURITE,KASPERSKY SMALL OFFICE SECURITY 10 POSTES + 1 SERVEUR,"599,000 DT",http://www.mytek.tn/32190-large_default/kaspersky-small-office-security-10-postes-1-serveur-tunsie.jpg,,http://www.mytek.tn/antivirus-et-securite-tunisie/6229-kaspersky-small-office-security-10-postes-1-serveur-tunsie.html,,My Teck,Logiciels
RESEAUX & SECURITE,AntiVirus Kaspersky Small Office Security 5.0 ( 10 poste + 1 Serveur ),"599,000 DT",http://www.mytek.tn/44518-large_default/antivirus-kaspersky-small-office-security-50-10-poste-1-serveur-.jpg,,http://www.mytek.tn/antivirus-et-securite-tunisie/10340-antivirus-kaspersky-small-office-security-50-10-poste-1-serveur-.html,,My Teck,Logiciels
RESEAUX & SECURITE,Cable Réseau RJ45 UTP CAT 5E / 30 mètre,"7,900 DT",http://www.mytek.tn/28908-large_default/cable-reseau-rj45-utp-cat-5e-30-metre-tunsie.jpg,,http://www.mytek.tn/cables-reseau-tunisie/4785-cable-reseau-rj45-utp-cat-5e-30-metre-tunsie.html,,My Teck,Câbles
RESEAUX & SECURITE,AntiVirus Kaspersky Small Office Security 5.0 ( 5 poste + 1 Serveur ),"369,000 DT",http://www.mytek.tn/44517-large_default/antivirus-kaspersky-small-office-security-5-kl4533xbefs-.jpg,,http://www.mytek.tn/antivirus-et-securite-tunisie/10338-antivirus-kaspersky-small-office-security-5-kl4533xbefs-.html,,My Teck,Logiciels
RESEAUX & SECURITE,Cable Réseau RJ45 UTP CAT 5E / 20 mètre,"5,500 DT",http://www.mytek.tn/28896-large_default/cable-reseau-rj45-utp-cat-5e-20-metre-tunsie.jpg,,http://www.mytek.tn/cables-reseau-tunisie/4783-cable-reseau-rj45-utp-cat-5e-20-metre-tunsie.html,,My Teck,Câbles
RESEAUX & SECURITE,Kaspersky Total Security 5 postes 1 an,"89,000 DT",http://www.mytek.tn/40851-large_default/kaspersky-total-security-5-postes-1-an.jpg,,http://www.mytek.tn/antivirus-et-securite-tunisie/6218-kaspersky-total-security-5-postes-1-an.html,,My Teck,Logiciels
RESEAUX & SECURITE,KASPERSKY INTERNET SECURITY 1 POSTE / 1 AN,"29,000 DT",http://www.mytek.tn/32167-large_default/kaspersky-internet-security-1-poste-1-an-tunsie.jpg,,http://www.mytek.tn/antivirus-et-securite-tunisie/6209-kaspersky-internet-security-1-poste-1-an-tunsie.html,,My Teck,Logiciels
RESEAUX & SECURITE,Bitdefender AntiVirus 2015 / 3 Postes 1 an,"89,000 DT",http://www.mytek.tn/29274-large_default/bitdefender-antivirus-2015-3-postes-1-an-tunsie.jpg,,http://www.mytek.tn/antivirus-et-securite-tunisie/5291-bitdefender-antivirus-2015-3-postes-1-an-tunsie.html,,My Teck,Logiciels
RESEAUX & SECURITE,McAfee SaaS Endpoint Protection Français / Pack 1,"16,000 DT",http://www.mytek.tn/24020-large_default/mcafee-saas-endpoint-protection-francais-pack-1-tunsie.jpg,,http://www.mytek.tn/antivirus-et-securite-tunisie/3981-mcafee-saas-endpoint-protection-francais-pack-1-tunsie.html,,My Teck,Logiciels
RESEAUX & SECURITE,Cable Reseau UTP cat 5E 3M,"3,900 DT",http://www.mytek.tn/43831-large_default/cable-reseau-utp-cat-5e-3m.jpg,,http://www.mytek.tn/cables-reseau-tunisie/9947-cable-reseau-utp-cat-5e-3m.html,,My Teck,Câbles
RESEAUX & SECURITE,Cable Reseau UTP cat 6E 2M,"3,900 DT",http://www.mytek.tn/43828-large_default/cable-reseau-utp-cat-6e-2m.jpg,,http://www.mytek.tn/cables-reseau-tunisie/9948-cable-reseau-utp-cat-6e-2m.html,,My Teck,Câbles
RESEAUX & SECURITE, Cordon Réseau HAVIT 5M,"3,900 DT",http://www.mytek.tn/39905-large_default/havit-cordon-reseau-5m.jpg,,http://www.mytek.tn/cables-reseau-tunisie/8843-havit-cordon-reseau-5m.html,,My Teck,Câbles
RESEAUX & SECURITE,ASTRUM CABLE RESEAU 20M,"11,900 DT",http://www.mytek.tn/28925-large_default/astrum-cable-reseau-20m-tunsie.jpg,,http://www.mytek.tn/cables-reseau-tunisie/4188-astrum-cable-reseau-20m-tunsie.html,,My Teck,Câbles
IMAGE & SON,Objectif NIKON 18-55mm Pour Appareil Photo,"229,000 DT",http://www.mytek.tn/43872-large_default/objectif-nikon-18-55mm-pour-appareil-photo.jpg,,http://www.mytek.tn/objectif/9280-objectif-nikon-18-55mm-pour-appareil-photo.html,,My Teck,Accessoires Appareil Photo
IMAGE & SON,Objectif NIKON 70-300mm Pour Appareil Photo,"319,000 DT",http://www.mytek.tn/41364-large_default/objectif-nikon-70-300mm-pour-appareil-photo.jpg,,http://www.mytek.tn/objectif/9276-objectif-nikon-70-300mm-pour-appareil-photo.html,,My Teck,Accessoires Appareil Photo
RESEAUX & SECURITE,Pack DVR MIPVISION Cable+Chargeur+ 8 Camera (4 Interne + 4 Externe) HD,"999,000 DT",http://www.mytek.tn/41069-large_default/pack-dvr-mipvision-cablechargeur-8-camera-4-interne-4-externe-hd.jpg,,http://www.mytek.tn/pack-de-video-surveillance-tunisie/9169-pack-dvr-mipvision-cablechargeur-8-camera-4-interne-4-externe-hd.html,,My Teck,Vidéo surveillance
IMAGE & SON,Objectif Nikon AFS DX 18-140mm,"859,000 DT",http://www.mytek.tn/35928-large_default/objectif-nikon-afs-dx-18-140mm-.jpg,,http://www.mytek.tn/objectif/7420-objectif-nikon-afs-dx-18-140mm-.html,,My Teck,Accessoires Appareil Photo
RESEAUX & SECURITE,Pack FUSDON Enregistreur Vidéo numérique + 8 Caméra HD FUSDON,"679,000 DT",http://www.mytek.tn/41078-large_default/pack-fusdon-enregistreur-video-numerique-8-camera-hd-fusdon.jpg,,http://www.mytek.tn/pack-de-video-surveillance-tunisie/9171-pack-fusdon-enregistreur-video-numerique-8-camera-hd-fusdon.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Camera Dome Interne plastique 42 pièces IR LED 1000TVL Blanc,"109,900 DT",http://www.mytek.tn/43613-large_default/camera-dome-interne-plastique-42-pieces-ir-led-1000tvl-blanc.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/9842-camera-dome-interne-plastique-42-pieces-ir-led-1000tvl-blanc.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Switch ONV POE21024P 24 ports PoE Port AF et 2 Ports Uplink RJ45,"949,000 DT",http://www.mytek.tn/44478-large_default/switch-onv-poe21024p-24-ports-poe-port-af-et-2-ports-uplink-rj45.jpg,,http://www.mytek.tn/switch-tunisie/10315-switch-onv-poe21024p-24-ports-poe-port-af-et-2-ports-uplink-rj45.html,,My Teck,Reseaux
RESEAUX & SECURITE,Cable Caméra CCTV BNC + RCA + DC - 20 mètre,"22,000 DT",http://www.mytek.tn/43920-large_default/cable-camera-cctv-bnc-rca-dc-20-metre.jpg,,http://www.mytek.tn/accessoires-de-video-surveillance-tunisie/9994-cable-camera-cctv-bnc-rca-dc-20-metre.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Cable Camera CCTV BNC + DC - 20m,"23,900 DT",http://www.mytek.tn/41491-large_default/cable-camera-cctv-bnc-dc-20m.jpg,,http://www.mytek.tn/accessoires-de-video-surveillance-tunisie/9312-cable-camera-cctv-bnc-dc-20m.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Cable Camera CCTV BNC + DC - 5m,"9,900 DT",http://www.mytek.tn/42038-large_default/cable-camera-cctv-bnc-dc-5m.jpg,,http://www.mytek.tn/accessoires-de-video-surveillance-tunisie/9460-cable-camera-cctv-bnc-dc-5m.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Pack DVR MIPVISION Cable+Chargeur+ 4 Camera (2 Interne+2Externe) HD,"537,000 DT",http://www.mytek.tn/41065-large_default/pack-dvr-mipvision-cablechargeur-quatre-camera-2-interne2externe-hd.jpg,,http://www.mytek.tn/pack-de-video-surveillance-tunisie/9166-pack-dvr-mipvision-cablechargeur-quatre-camera-2-interne2externe-hd.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Enregistreur Vidéo numérique 16Channel HVR,"379,000 DT",http://www.mytek.tn/40659-large_default/enregistreur-video-numerique-16channel-hvr.jpg,,http://www.mytek.tn/enregistreur-dvr-hvr-nvr/9015-enregistreur-video-numerique-16channel-hvr.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Switch D-LINK DGS-105E - 5 ports 10/100/1000 Mbps,"49,000 DT",http://www.mytek.tn/45461-large_default/switch-d-link-dgs-105e-5-ports-101001000-mbps.jpg,,http://www.mytek.tn/switch-tunisie/10884-switch-d-link-dgs-105e-5-ports-101001000-mbps.html,,My Teck,Reseaux
RESEAUX & SECURITE,DVR MIPVISION 8 channels,"129,000 DT",http://www.mytek.tn/41347-large_default/dvr-mipvision-8-channels.jpg,,http://www.mytek.tn/enregistreur-dvr-hvr-nvr/9268-dvr-mipvision-8-channels.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Onduleur EATON Off-Line Protection Station 650V USB FR 61061,"299,000 DT",http://www.mytek.tn/38675-large_default/onduleur-eaton-off-line-protection-station-650v-usb-fr-61061.jpg,,http://www.mytek.tn/onduleurs/8409-onduleur-eaton-off-line-protection-station-650v-usb-fr-61061.html,,My Teck,Onduleurs
RESEAUX & SECURITE,Cadenas YALE Y110/40/123/1,"9,900 DT",http://www.mytek.tn/43919-large_default/cadenas-yale-y110401231.jpg,,http://www.mytek.tn/cadenas/9839-cadenas-yale-y110401231.html,,My Teck,Matériel de Sécurité
RESEAUX & SECURITE,Cadenas Yale Y125,"29,900 DT",http://www.mytek.tn/41769-large_default/cadenas-yale-y125.jpg,,http://www.mytek.tn/cadenas/9389-cadenas-yale-y125.html,,My Teck,Matériel de Sécurité
RESEAUX & SECURITE,Cadenas YALE Y150 en laiton 22 mm (Y150/22/120) Y150/22/120/1,"9,900 DT",http://www.mytek.tn/43910-large_default/cadena-yale-y150221201.jpg,,http://www.mytek.tn/cadenas/9838-cadena-yale-y150221201.html,,My Teck,Matériel de Sécurité
RESEAUX & SECURITE,Enregistreur Vidéo numérique 8 Channel HVR,"259,000 DT",http://www.mytek.tn/40658-large_default/enregistreur-video-numerique-8-channel-hvr.jpg,,http://www.mytek.tn/enregistreur-dvr-hvr-nvr/9014-enregistreur-video-numerique-8-channel-hvr.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Switch ONV POE31004P 5-Port 100M PoE,"199,000 DT",http://www.mytek.tn/44473-large_default/switch-onv-poe31004p-5-port-100m-poe.jpg,,http://www.mytek.tn/switch-tunisie/10311-switch-onv-poe31004p-5-port-100m-poe.html,,My Teck,Reseaux
